Site,Plot,Area Sampled (m2),Species,BD_cm,Stem Bio (g dry wt),Branch Bio (g dry wt),New Growth Bio (g dry wt),Tot Bio CALC ALLOM (g dry wt),Tot Bio SUM COMP (g dry wt),Stem Bio (g C m-2),Branch Bio (g C m-2),New Growth Bio (g C m-2),Tot Bio CALC ALLOM (g C m-2),Tot Bio SUM COMP (g C m-2)
LDS3,3,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
LDS3,3,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
LDS3,3,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
LDS3,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
LDS3,3,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
LDS3,3,5,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.45,0.06,0.11,0.52,0.63
LDS3,3,5,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.05,0.00,0.01,0.03,0.06
LDS3,3,5,Betula,0.19,0.35,0.01,0.08,0.20,0.43,0.03,0.00,0.01,0.02,0.04
LDS3,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
LDS3,3,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
LDS3,3,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
LDS3,3,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
LDS3,3,5,Betula,0.59,5.03,0.67,1.25,5.86,6.96,0.47,0.06,0.12,0.55,0.65
LDS3,3,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
LDS3,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
LDS3,3,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
LDS3,3,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
LDS3,3,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
LDS3,3,5,Betula,0.14,0.17,0.00,0.04,0.08,0.21,0.02,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
LDS3,3,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
LDS3,3,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
LDS3,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
LDS3,3,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
LDS3,3,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
LDS3,3,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
LDS3,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
LDS3,3,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
LDS3,3,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
LDS3,3,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
LDS3,3,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
LDS3,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
LDS3,3,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
LDS3,3,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
LDS3,3,5,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.07,0.00,0.02,0.05,0.09
LDS3,3,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
LDS3,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
LDS3,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
LDS3,3,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
LDS3,3,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
LDS3,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
LDS3,3,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
LDS3,3,5,Betula,0.17,0.27,0.00,0.06,0.15,0.33,0.03,0.00,0.01,0.01,0.03
LDS3,3,5,Betula,0.13,0.14,0.00,0.03,0.07,0.17,0.01,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
LDS3,3,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
LDS3,3,5,Betula,0.16,0.23,0.00,0.05,0.12,0.29,0.02,0.00,0.00,0.01,0.03
LDS3,3,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
LDS3,3,5,Betula,0.16,0.23,0.00,0.05,0.12,0.29,0.02,0.00,0.00,0.01,0.03
LDS3,3,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
LDS3,3,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
LDS3,3,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
LDS3,3,5,Betula,0.14,0.17,0.00,0.04,0.08,0.21,0.02,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.16,0.23,0.00,0.05,0.12,0.29,0.02,0.00,0.00,0.01,0.03
LDS3,3,5,Betula,0.13,0.14,0.00,0.03,0.07,0.17,0.01,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.11,0.10,0.00,0.02,0.04,0.12,0.01,0.00,0.00,0.00,0.01
LDS3,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
LDS3,3,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
LDS3,3,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
LDS3,3,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
LDS3,3,5,Betula,0.13,0.14,0.00,0.03,0.07,0.17,0.01,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
LDS3,3,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
LDS3,3,5,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.07,0.00,0.02,0.05,0.09
LDS3,3,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
LDS3,3,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
LDS3,3,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
LDS3,3,5,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.05,0.00,0.01,0.03,0.06
LDS3,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
LDS3,3,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
LDS3,3,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
LDS3,3,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
LDS3,3,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
LDS3,3,5,Betula,0.1,0.08,0.00,0.02,0.03,0.09,0.01,0.00,0.00,0.00,0.01
LDS3,3,5,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.05,0.00,0.01,0.03,0.06
LDS3,3,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
LDS3,3,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
LDS3,3,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
LDS3,3,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
LDS3,3,5,Betula,0.41,2.13,0.15,0.51,1.99,2.80,0.20,0.01,0.05,0.19,0.26
LDS3,3,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
LDS3,3,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
LDS3,3,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
LDS3,3,5,Betula,0.43,2.38,0.19,0.58,2.29,3.15,0.22,0.02,0.05,0.22,0.30
LDS3,3,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
LDS3,3,5,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.12,0.01,0.03,0.10,0.15
LDS3,3,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
LDS3,3,5,Betula,0.21,0.44,0.01,0.10,0.27,0.55,0.04,0.00,0.01,0.03,0.05
LDS3,3,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
LDS3,3,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
LDS3,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
LDS3,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
LDS3,3,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
LDS3,3,5,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.05,0.00,0.01,0.03,0.06
LDS3,3,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
LDS3,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
LDS3,3,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
LDS3,3,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
LDS3,3,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
LDS3,3,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
LDS3,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
LDS3,3,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
LDS3,3,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
LDS3,3,5,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.97,0.22,0.25,1.36,1.44
HDS4,1,5,Betula,0.30,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
HDS4,1,5,Betula,0.78,9.72,2.09,2.49,13.43,14.30,0.91,0.20,0.23,1.26,1.34
HDS4,1,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
HDS4,2,5,Betula,0.40,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
HDS4,2,5,Betula,0.60,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
HDS4,2,5,Betula,0.53,3.90,0.44,0.96,4.26,5.30,0.37,0.04,0.09,0.40,0.50
HDS4,2,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
HDS4,2,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
HDS4,2,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
HDS4,3,5,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.07,0.00,0.02,0.05,0.09
HDS4,3,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
HDS4,3,5,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.34,0.03,0.08,0.36,0.45
HDS4,3,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
HDS4,3,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
HDS4,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
HDS4,3,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
HDS4,3,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
HDS4,3,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDS4,3,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
HDS4,3,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
HDS4,3,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
HDS4,3,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
HDS4,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
HDS4,3,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
HDS4,3,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
HDS4,3,5,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.34,0.03,0.08,0.36,0.45
HDS4,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
HDS4,3,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
HDS4,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
HDS4,3,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
HDS4,3,5,Betula,0.50,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
HDS4,3,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
HDS5,1,5,Betula,0.82,10.94,2.56,2.81,15.59,16.31,1.03,0.24,0.26,1.47,1.53
HDS5,1,5,Betula,0.85,11.90,2.96,3.07,17.34,17.94,1.12,0.28,0.29,1.63,1.69
HDS5,1,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
HDS5,1,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
HDS5,1,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
HDS5,1,5,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.59,0.09,0.15,0.73,0.84
HDS5,1,5,Betula,1.08,20.95,7.83,5.52,35.32,34.30,1.97,0.74,0.52,3.32,3.22
HDS5,1,5,Betula,0.53,3.90,0.44,0.96,4.26,5.30,0.37,0.04,0.09,0.40,0.50
HDS5,1,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
HDS5,2,5,Betula,0.85,11.90,2.96,3.07,17.34,17.94,1.12,0.28,0.29,1.63,1.69
HDS5,2,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
HDS5,2,5,Betula,0.43,2.38,0.19,0.58,2.29,3.15,0.22,0.02,0.05,0.22,0.30
HDS5,2,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
HDS5,2,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
HDS5,2,5,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.45,0.06,0.11,0.52,0.63
HDS5,2,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
HDS5,2,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
HDS5,2,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
HDS5,2,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
HDS5,2,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
HDS5,2,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
HDS5,2,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
HDS5,2,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
HDS5,2,5,Betula,0.10,0.08,0.00,0.02,0.03,0.09,0.01,0.00,0.00,0.00,0.01
HDS5,2,5,Betula,0.17,0.27,0.00,0.06,0.15,0.33,0.03,0.00,0.01,0.01,0.03
HDS5,2,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
HDS5,2,5,Betula,0.30,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
HDS5,2,5,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.05,0.00,0.01,0.03,0.06
HDS5,2,5,Betula,0.20,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
HDS5,2,5,Betula,0.67,6.79,1.13,1.71,8.55,9.63,0.64,0.11,0.16,0.80,0.91
HDS5,2,5,Betula,0.40,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
HDS5,2,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
HDS5,3,5,Betula,0.82,10.94,2.56,2.81,15.59,16.31,1.03,0.24,0.26,1.47,1.53
HDS5,3,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
HDS5,3,5,Betula,1.37,36.72,20.57,9.88,71.58,67.18,3.45,1.93,0.93,6.73,6.31
HDS5,3,5,Betula,1.12,22.83,9.08,6.03,39.34,37.94,2.15,0.85,0.57,3.70,3.57
HDS5,3,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
HDS5,3,5,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.34,0.03,0.08,0.36,0.45
HDS6,1,5,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.12,0.01,0.03,0.10,0.15
HDS6,1,5,Betula,0.96,15.87,4.85,4.14,24.89,24.86,1.49,0.46,0.39,2.34,2.34
HDS6,1,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
HDS6,1,5,Betula,0.57,4.64,0.58,1.15,5.29,6.37,0.44,0.05,0.11,0.50,0.60
HDS6,2,5,Betula,0.40,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
HDS6,2,5,Betula,0.12,0.12,0.00,0.03,0.05,0.14,0.01,0.00,0.00,0.00,0.01
HDS6,2,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
HDS6,2,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
HDS6,2,5,Betula,0.40,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
HDS6,2,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
HDS6,2,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
HDS6,2,5,Betula,0.14,0.17,0.00,0.04,0.08,0.21,0.02,0.00,0.00,0.01,0.02
HDS6,2,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDS6,2,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
HDS6,2,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
HDS6,2,5,Betula,0.69,7.28,1.27,1.84,9.33,10.39,0.68,0.12,0.17,0.88,0.98
HDS6,2,5,Betula,0.50,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
HDS6,2,5,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.45,0.06,0.11,0.52,0.63
HDS6,3,5,Betula,0.53,3.90,0.44,0.96,4.26,5.30,0.37,0.04,0.09,0.40,0.50
HDS6,3,5,Betula,0.67,6.79,1.13,1.71,8.55,9.63,0.64,0.11,0.16,0.80,0.91
HDS6,3,5,Betula,0.98,16.66,5.28,4.35,26.46,26.28,1.57,0.50,0.41,2.49,2.47
HDS6,3,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
HDS6,3,5,Betula,0.41,2.13,0.15,0.51,1.99,2.80,0.20,0.01,0.05,0.19,0.26
HDS6,3,5,Betula,0.57,4.64,0.58,1.15,5.29,6.37,0.44,0.05,0.11,0.50,0.60
HDS7,1,5,Betula,0.37,1.67,0.10,0.40,1.47,2.17,0.16,0.01,0.04,0.14,0.20
HDS7,1,5,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.45,0.06,0.11,0.52,0.63
HDS7,2,5,Betula,0.77,9.43,1.98,2.41,12.93,13.82,0.89,0.19,0.23,1.22,1.30
HDS7,2,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
HDS7,2,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
HDS7,2,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
HDS7,3,5,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.51,0.07,0.13,0.61,0.71
HDS7,3,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
HDS8,2,5,Betula,1.20,26.86,12.01,7.14,48.29,46.02,2.53,1.13,0.67,4.54,4.33
HDS8,2,5,Betula,0.94,15.10,4.46,3.93,23.38,23.48,1.42,0.42,0.37,2.20,2.21
HDS8,2,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDS8,2,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
HDS8,2,5,Betula,0.78,9.72,2.09,2.49,13.43,14.30,0.91,0.20,0.23,1.26,1.34
HDS8,2,5,Betula,0.64,6.09,0.94,1.53,7.47,8.56,0.57,0.09,0.14,0.70,0.80
HDS8,2,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
HDS8,2,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
HDS8,2,5,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.05,0.00,0.01,0.03,0.06
HDS8,3,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
HDS8,3,5,Betula,0.43,2.38,0.19,0.58,2.29,3.15,0.22,0.02,0.05,0.22,0.30
HDS8,3,5,Betula,0.30,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
HDS8,3,5,Betula,0.17,0.27,0.00,0.06,0.15,0.33,0.03,0.00,0.01,0.01,0.03
S23,1,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
S23,1,5,Betula,1.05,19.60,6.99,5.15,32.48,31.74,1.84,0.66,0.48,3.05,2.98
S23,1,5,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.12,0.01,0.03,0.10,0.15
S23,1,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
S23,1,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
S23,1,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
S23,1,5,Betula,1.05,19.60,6.99,5.15,32.48,31.74,1.84,0.66,0.48,3.05,2.98
S23,1,5,Betula,1.45,41.99,25.90,11.36,84.72,79.25,3.95,2.43,1.07,7.96,7.45
S23,1,5,Betula,0.14,0.17,0.00,0.04,0.08,0.21,0.02,0.00,0.00,0.01,0.02
S23,1,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
S23,1,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
S23,1,5,Betula,1,17.47,5.73,4.57,28.10,27.77,1.64,0.54,0.43,2.64,2.61
S23,1,5,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.07,0.00,0.02,0.05,0.09
S23,1,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
S23,1,5,Betula,1.45,41.99,25.90,11.36,84.72,79.25,3.95,2.43,1.07,7.96,7.45
S23,1,5,Betula,0.19,0.35,0.01,0.08,0.20,0.43,0.03,0.00,0.01,0.02,0.04
S23,1,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
S23,1,5,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.12,0.01,0.03,0.10,0.15
S23,1,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
S23,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
S23,1,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
S23,1,5,Betula,0.74,8.58,1.69,2.19,11.49,12.46,0.81,0.16,0.21,1.08,1.17
